sender,message,language
bot,"Prof. Brandon Chiazza is the Chief Technology Officer in the New York City Mayor’s Office of Contract Services. He leads a team of 50 independent consultants and directs employees in three units within the technology strategy division, including Enterprise Data Services, Project Management Office, and Design and Quality Assurance. Prof. Chiazza holds an MPA in environmental and energy economics, and environmental finance, as well as a B.S. in communication, applied economics and management from Cornell University. He teaches the course Information Architecture at Yeshiva University and can be reached at brandon.chiazza@yu.edu. For media inquiries, please contact Media Relations at 212-960-5400 x5488 or publicaffairs@yu.edu. You can find more information about Prof. Chiazza on the Yeshiva University website: [Brandon Chiazza's Bio](https://www.yu.edu/faculty/brandon-chiazza).

**Additional Information from the Web:** Brandon Chiazza is a professor in the Business department at Yeshiva University and also holds three current jobs: Co-Founder and Principal at Modali Consulting, Lecturer at Cornell University, and Adjunct Faculty at Yeshiva. His contact email for Cornell University is [bpc46@cornell.edu](mailto:bpc46@cornell.edu). Students and peers can leave ratings or reviews for Chiazza on the Yeshiva University website. He teaches students at the undergraduate, masters, and doctoral levels, as well as faculty and staff. Additionally, he may be contacted through news and media inquiries.**Sources:** [Brandon Chiazza at Yeshiva University](https://www.ratemyprofessors.com/professor/2576014)
[Brandon Chiazza - Co-Founder and Principal @ Modali ...](https://www.crunchbase.com/person/brandon-chiazza)
[Brandon Chiazza - Brooks School of Public Policy](https://publicpolicy.cornell.edu/people/brandon-chiazza/)",en
user,Who is Prof. Sai Kadiyala?,en-US
bot,"Prof. Sai Praveen Kadiyala is a postdoctoral research fellow in the Master of Science in Artificial Intelligence program at Yeshiva University. He has an extensive background in cybersecurity, embedded systems, and approximate computing. Dr. Kadiyala has conducted postdoctoral research at Nanyang Technological University in Singapore, focusing on low-power hearing aids and cybersecurity for embedded systems. He has also worked as a research scientist at the System Security Group, Institute for Infocomm Research, A-STAR Singapore, developing anomaly detection algorithms for malware analysis. His research primarily focuses on designing secure and efficient systems, with particular emphasis on microservice security, evasive malware analysis, automotive security, and adversarial learning. For more information on Yeshiva University's faculty and researchers, please visit the faculty directory at <https://www.yu.edu/faculty-directory>.

**Additional Information from the Web:** Dr. Sai Kadiyala is a postdoctoral research fellow in Artificial Intelligence at Yeshiva University's Katz School. Previously, he worked as a postdoctoral research fellow in the Department of Graduate Computer Science and Engineering. This fall, Dr. Kadiyala, along with Professor Sivan Tehila, introduced a hands-on cybersecurity lab at the Katz School, which is known for its unique approach. Dr. Kadiyala was previously referred to as Sai Praveen Kadiyala.**Sources:** [AI_Yeshiva University](https://upgrad-abroad-files.s3.ap-south-1.amazonaws.com/brouchers/ai_yeshiva_university.pdf)
[Researchers Develop Algorithms Tracking Body Poses to ...](https://www.yu.edu/news/katz/researchers-develop-algorithms-tracking-body-poses-assist-stroke-recovery)
[Yeshiva University on LinkedIn: #katzschool](https://www.linkedin.com/posts/yeshiva-university_katzschool-activity-7148689658154024962-xX5M)",en
user,Who is prof. Yuxiang Liu?,en-US
bot,"Prof. Yuxiang Liu is a faculty member at Yeshiva University's Katz School of Science and Health. While I couldn't find a specific biography or detailed information about Prof. Liu, I can tell you that the Katz School offers a wide range of academic programs in fields such as data science, computer science, and biotechnology. If you're interested in learning more about Prof. Liu's background, research interests, or courses taught at Yeshiva University, I would recommend visiting the Katz School's faculty directory or contacting the school directly at katzschool@yu.edu. This way, you can ensure you receive accurate and up-to-date information.

**Additional Information from the Web:** Dr. Yuxiang Liu is the Director of Institutional Research and Assessment at Yeshiva University, located in New York, New York, USA. Currently, Dr. Liu works under the leadership of Dr. Karon Bacon, the Dean of Undergraduate Faculty of Arts and Sciences.**Sources:** [Yuxiang Liu Email & Phone Number | Yeshiva University ...](https://rocketreach.co/yuxiang-liu-email_11051356)
[Yuxiang Liu - Director, Institutional Research & ...](https://www.zoominfo.com/p/Yuxiang-Liu/-937122224)
[YU Learning Assessment](https://www.yu.edu/provost/assessment)",en
user,Hello,en-US
bot,"Hello! Welcome to Yeshiva University. I'm here to help you with any questions you have about YU. We offer a wide range of academic programs, student activities, and support services. Is there something specific you would like to know about Yeshiva University? You can also check out our website for the latest news and updates: [yu.edu](http://yu.edu).

**Additional Information from the Web:** Senator Chuck Schumer is delivering a special message to the Yeshiva University Class of 2022. Yeshiva University is a institution known for its academic excellence and strong commitment to Torah studies, with enthusiastic students and faculty. The university has multiple campuses in New York City, including its primary campus, the Wilf Campus, located in Washington Heights.**Sources:** [Senator Chuck Schumer has a special message for the ...](https://www.facebook.com/YeshivaUniversity/videos/senator-chuck-schumer-has-a-special-message-for-the-yeshiva-university-graduatin/1327412164416022/)
[Hillel Yeshiva: Home](https://www.hillelyeshiva.org/)
[Location of Yeshiva University?](https://www.collegevine.com/faq/48790/location-of-yeshiva-university)",en
user,Who is Prof. Ming Ma?,en-US
bot,"Prof. Ming Ma is an assistant professor at Yeshiva University's Katz School of Science and Health. He specializes in the fields of Artificial Intelligence, geometric modeling, and medical imaging. Prof. Ma has an impressive publication record, having published over 40 research papers in leading journals and conferences. He earned his Ph.D. in Computer Science from Stony Brook University and has previously worked as a postdoctoral scholar at Stanford University. For more information about Prof. Ming Ma, you can visit his faculty directory page at <https://www.yu.edu/katz/faculty-directory/ming-ma-phd>.

**Additional Information from the Web:** Ming Ma is a tenured associate professor at the Department of Mechanical Engineering in Tsinghua University, Beijing, China. He also holds a position as an assistant professor at Yeshiva University in New York City, United States. Additionally, Ming Ma is a research scientist and PhD candidate in Psychology at Yale University. He is a behavioral scientist with expertise in both mechanical engineering and psychology.**Sources:** [Ming MA - Tsinghua University, Beijing](https://www.researchgate.net/profile/Ming-Ma-30)
[Ming Ma](https://loop.frontiersin.org/people/2527900/overview)
[Ming Ma - Yale Psychology PhD](https://www.linkedin.com/in/ming-ma6)",en
user,Who is Prof. Cristina Jeong?,en-US
bot,"Prof. Cristina Jeong is an adjunct instructor at Yeshiva University's Center for Jewish Communities (CJC), where she teaches Data Design and Storytelling in the Data Analytics and Visualization master's program. Concurrently, she works as a data analyst at Meta, specializing in content analytics for Facebook and Instagram. With an MBA in statistics and marketing from the Zicklin School of Business, as well as a B.S. in applied mathematics and hospitality management from Kyung-Hee University in Korea, Prof. Jeong brings a diverse background to her teaching. She is passionate about creating an inclusive learning environment and is committed to helping her students improve their English language skills using academic content related to Jewish culture. You can learn more about Yeshiva University's faculty and programs on our website: <https://www.yu.edu/faculty-and-staff>.

**Additional Information from the Web:** Cristina Jeong is a professor at Yeshiva University in New York, New York with expertise in data analysis, design, and storytelling. She has a background in DAV and CS and is associated with the return of Cristina Jeong's bio. Other relevant names include Cristina Gonzalez, Crystal Daniels, Iain Coggins, Ian Mouzon, Ian Shaffer, Ido, and Cristina Nita-Rotaru. Other professionals at Yeshiva University include Moka Yoo-Jeong, an assistant professor of bioengineering, and a professor of computer sciences with a PhD.**Sources:** [Faculty](https://www.yu.edu/katz/faculty)
[Professors at Yeshiva University](https://www.coursicle.com/yu/professors/)
[University Faculty](https://catalog.northeastern.edu/general-information/faculty/)",en
